IN_Ta_Muis,IN_Tx_Muis,IN_Tn_Muis,IN_Ra_Muis,IN_Ta_Quin,IN_Tx_Quin,IN_Tn_Quin,IN_Ra_Quin,IN_Ta_Pvie,IN_Tx_Pvie,IN_Tn_Pvie,IN_Ra_Pvie,IN_Ta_Chon,IN_Tx_Chon,IN_Tn_Chon,IN_Ra_Chon,IN_Ta_Calc,IN_Tx_Calc,IN_Tn_Calc,IN_Ra_Calc,IN_Ta_Guag,IN_Tx_Guag,IN_Tn_Guag,IN_Ra_Guag,IN_Ta_Mila,IN_Tx_Mila,IN_Tn_Mila,IN_Ra_Mila,IN_Ta_Scru,IN_Tx_Scru,IN_Tn_Scru,IN_Ra_Scru,IN_Ta_Scri,IN_Tx_Scri,IN_Tn_Scri,IN_Ra_Scri,IN_Ta_Taba,IN_Tx_Taba,IN_Tn_Taba,IN_Ra_Taba,IN_Ta_Quit,IN_Tx_Quit,IN_Tn_Quit,IN_Ra_Quit,IN_Ta_Papa,IN_Tx_Papa,IN_Tn_Papa,IN_Ra_Papa,IN_Ta_Izob,IN_Tx_Izob,IN_Tn_Izob,IN_Ra_Izob,IN_Ta_Sier,IN_Tx_Sier,IN_Tn_Sier,IN_Ra_Sier,IN_Ta_Lumb,IN_Tn_Lumb,IN_Tx_Lumb,IN_Ra_Lumb,IN_Ta_Yasu,IN_Tn_Yasu,IN_Tx_Yasu,IN_Ra_Yasu,IN_Ta_Glqz,IN_Tm_Glqz,IN_Tx_Glqz,IN_Ra_Glqz,IN_Ta_Puyo,IN_Tn_Puyo,IN_Tx_Puyo,IN_Ra_Puyo,IN_Ta_Maca,IN_Tn_Maca,IN_Tx_Maca,IN_Ra_Maca,IN_Ta_Sang,IN_Tn_Sang,IN_Tx_Sang,IN_Ra_Sang,IN_Ta_Tena,IN_Tn_Tena,IN_Tx_Tena,IN_Ra_Tena,IN_Ta_Yanz,IN_Tn_Yanz,IN_Tx_Yanz,IN_Ra_Yanz,WC_Tx_Muis,WC_Tn_Muis,WC_Ra_Muis,WC_Tx_Quin,WC_Tn_Quin,WC_Ra_Quin,WC_Tx_Pvie,WC_Tn_Pvie,WC_Ra_Pvie,WC_Tx_Chon,WC_Tn_Chon,WC_Ra_Chon,WC_Tx_Calc,WC_Tn_Calc,WC_Ra_Calc,WC_Tx_Guaq,WC_Tn_Guaq,WC_Ra_Guaq,WC_Tx_Mila,WC_Tn_Mila,WC_Ra_Mila,WC_Tx_Scru,WC_Tn_Scru,WC_Ra_Scru,WC_Tx_Scri,WC_Tn_Scri,WC_Ra_Scri,WC_Tn_Taba,WC_Tx_Taba,WC_Ra_Taba,WC_Tn_Quit,WC_Tx_Quit,WC_Ra_Quit,WC_Tn_Papa,WC_Tx_Papa,WC_Ra_Papa,WC_Tn_Izob,WC_Tx_Izob,WC_Ra_Izob,WC_Tn_Sier,WC_Tx_Sier,WC_Ra_Sier,WC_Tn_Lumb,WC_Tx_Lumb,WC_Ra_Lumb,WC_Tn_Yasu,WC_Tx_Yasu,WC_Ra_Yasu,WC_Tn_Glqz,WC_Tx_Glqz,WC_Ra_Glqz,WC_Tn_Tena,WC_Tx_Tena,WC_Ra_Tena,WC_Tn_Maca,WC_Tx_Maca,WC_Ra_Maca,WC_Tn_Sang,WC_Tx_Sang,WC_Ra_Sang,WC_Tn_Puyo,WC_Tx_Puyo,WC_Ra_Puyo,WC_Tn_Yanz,WC_Tx_Yanz,WC_Ra_Yanz,date,ONI,"ElNino Index 1,2_temp","ElNino Index 1,2_annomaly"
25.19427,28.055708,22.773455,190.38443,25.540714,30.264221,21.15628,128.35002,25.759865,31.37615,21.290092,12.777398,25.960093,30.877836,22.455631,68.91808,25.590075,31.05531,21.513506,-3.698288,26.649496,31.400923,22.581255,37.562607,26.05618,30.675001,21.88817,71.16993,25.680422,28.24928,22.241367,7.4120417,23.741953,28.732967,20.450558,5.12504,15.014788,21.290377,9.506595,50.05418,14.891726,20.884224,9.510489,84.0079,10.4598055,14.968407,5.667245,118.96302,12.06978,17.955456,5.9994907,104.48897,14.039483,18.715141,10.703105,323.01105,23.321623,19.265266,28.330551,434.29056,24.981726,21.922447,29.90297,333.71246,22.6167,17.63773,27.481506,215.92183,20.499159,17.005482,25.595404,448.63675,20.445988,15.893228,25.500982,185.39143,21.672739,16.191107,27.043533,363.39258,23.70116,19.015451,28.376547,375.23764,22.777122,18.486952,27.532291,183.99388,30.0,22.0,95.3,30.0,21.0,114.9,31.0,21.0,16.199999,30.5,21.5,36.93,31.0,21.0,24.600002,31.0,22.0,34.5,30.0,21.0,34.8,27.0,20.0,5.799999,29.0,21.0,12.6,9.0,22.0,40.600002,8.0,21.0,58.4,3.0,14.0,68.9,5.0,18.0,67.9,10.0,20.0,116.0,18.0,28.0,229.3,21.0,30.0,328.1,17.0,27.0,90.399994,18.0,28.0,268.2,16.0,26.0,136.7,17.0,26.0,211.1,16.0,26.0,241.29999,18.0,29.0,80.6,01-May-1963,0.3,23.85,-0.57
24.396986,27.105106,22.364824,144.49442,25.16213,29.615885,21.596954,41.523144,24.721266,30.10461,20.60853,3.5137336,25.019968,29.656702,21.489185,48.07259,24.88779,30.09488,21.340086,-33.522736,25.450863,30.192642,21.240765,20.71623,24.667524,28.967949,20.645884,52.87448,24.62512,26.79792,21.631323,-4.9645815,22.529793,26.651323,19.699654,28.776295,14.970587,21.370594,9.061733,31.48333,14.94259,20.833258,9.3264,42.29017,9.888526,14.514742,5.238763,137.52986,11.938946,17.971472,5.81878,73.80997,13.679366,18.230782,10.033823,321.66196,23.223398,18.85565,28.354864,428.777,24.530544,21.47819,29.533148,335.11755,22.087124,17.7912,26.85343,191.07787,20.13797,16.635008,25.314417,420.91455,20.03177,15.684656,25.548054,149.13033,21.353992,15.765966,26.817617,339.12228,23.440376,18.82709,27.951464,334.71295,22.442255,18.040752,27.375744,178.0124,29.0,21.0,71.9,29.0,21.0,66.09999,29.0,20.0,6.4999995,29.0,20.0,18.600006,30.0,20.0,11.900001,29.0,20.0,11.200001,29.0,20.0,14.400005,25.0,18.0,6.300001,26.0,20.0,8.1,8.0,21.0,18.8,7.0,20.0,20.3,2.0,13.0,66.600006,5.0,18.0,31.099997,9.0,20.0,130.4,18.0,28.0,236.4,20.0,30.0,318.5,17.0,26.0,82.799995,17.0,27.0,300.6,15.0,25.0,158.0,16.0,25.0,246.1,15.0,25.0,275.1,18.0,28.0,77.700005,01-Jun-1963,0.5,22.25,-0.87
24.331635,27.06017,22.380934,102.87855,25.096325,29.6506,21.406628,-36.031483,24.377628,29.949284,20.330416,-0.4812348,24.765821,29.737383,21.142263,27.369665,24.78434,30.047457,21.023764,-30.76944,24.658472,29.739323,20.59094,2.710783,24.015905,28.180973,20.033588,31.457008,23.242603,25.139124,20.759703,-5.1416407,22.370874,26.126032,19.843784,33.9449,15.058776,21.633768,9.117501,11.9765,15.077216,21.237179,9.497801,24.80423,9.397171,13.855635,4.784323,130.73242,11.968923,18.332472,5.511218,31.591908,13.408517,17.97072,9.709454,330.0286,23.062847,18.6707,28.28059,356.70493,24.487455,21.295874,29.591202,302.87775,21.80557,17.623323,26.51478,155.02695,20.055578,16.16316,25.373205,361.50775,19.707981,15.313124,25.417324,119.91786,21.305471,15.2191515,26.733139,276.4792,23.40444,18.740892,27.693562,317.47107,22.120106,17.668262,26.984737,154.76962,28.0,21.0,36.999996,28.0,21.0,37.999992,29.0,20.0,3.2999988,28.5,20.0,6.7300034,29.0,20.0,3.9000008,29.0,20.0,7.7999997,28.0,19.0,8.899998,25.0,18.0,6.9000015,26.0,20.0,5.7000027,8.0,22.0,5.899998,8.0,21.0,10.899998,2.0,12.0,65.2,5.0,18.0,17.999998,9.0,19.0,123.3,19.0,28.0,205.8,20.0,29.0,270.8,17.0,27.0,79.299995,18.0,28.0,245.5,15.0,25.0,153.9,16.0,25.0,210.5,16.0,24.0,226.60002,18.0,28.0,67.7,01-Jul-1963,0.9,21.61,-0.34
24.399841,26.976978,22.437626,32.097656,25.191586,30.142244,21.125305,-28.85547,24.601114,30.796926,20.443005,4.596497,25.185389,30.790289,21.200924,45.95827,25.11538,30.852636,20.889662,-19.157173,25.000555,30.730392,20.837948,14.624281,24.326252,29.124174,20.180723,37.634468,21.856659,23.95578,19.777855,5.3987455,21.967463,26.049685,19.566772,36.612614,15.277541,22.232523,9.367686,15.014776,15.475869,22.240616,9.757135,15.592304,9.614549,14.453136,4.771849,71.39929,12.42951,19.17828,5.4436293,31.06406,13.52019,18.575665,9.368278,275.70532,23.54695,18.775774,29.127722,285.84924,24.979305,21.355019,30.387583,235.7606,21.98342,17.053669,27.301754,124.8795,20.556114,15.885487,26.324041,326.81003,20.090548,15.139251,26.062618,96.02915,21.712488,15.027146,27.628084,279.6091,23.77094,18.443314,28.782137,234.20126,22.645365,17.836359,27.961031,153.45268,29.0,21.0,8.8,29.0,21.0,6.900003,30.0,19.0,2.9999995,30.0,20.0,0.91999805,31.0,20.0,1.3000022,29.0,20.0,1.0999949,29.0,19.0,0.3999981,25.0,17.0,13.6,26.0,19.0,7.499998,9.0,23.0,2.1999972,8.0,22.0,3.6000018,2.0,14.0,11.200001,5.0,19.0,4.8000007,9.0,21.0,20.60001,19.0,29.0,35.499992,20.0,31.0,172.8,17.0,28.0,17.699997,18.0,29.0,40.700005,16.0,26.0,14.199997,16.0,27.0,28.299986,16.0,26.0,35.5,18.0,29.0,24.4,01-Aug-1963,1.1,21.16,0.15
24.343933,26.59218,22.54974,26.431229,25.163107,30.226871,21.08742,-14.411821,24.615147,30.648321,20.495506,3.8300636,25.201853,31.031094,21.213251,43.66974,25.193111,30.796257,21.018621,-10.255531,25.226967,31.062546,21.005808,11.313948,24.576859,29.517273,20.275185,37.26094,21.780016,24.364685,19.751495,9.54547,21.89303,26.023273,19.37208,37.121063,15.198272,22.474733,9.24366,29.739092,15.452373,22.448921,9.782354,36.180622,9.963511,15.009715,4.7406516,66.44484,12.4937935,19.202934,5.649527,67.69461,13.631048,18.840734,9.154161,259.99847,23.828596,18.755623,29.628065,304.7042,25.218044,21.488787,30.790775,210.73308,22.338749,17.091217,27.83316,122.83573,20.92831,15.940759,26.897074,325.25333,20.312218,15.216497,26.601652,89.77641,21.920252,15.114224,28.073107,308.4374,23.944561,18.392832,29.35471,239.15686,22.881136,18.154245,28.58434,178.20937,29.0,20.0,22.199995,29.0,20.0,24.699991,30.0,19.0,2.6000018,30.5,19.5,2.9300003,31.0,20.0,2.0999978,30.0,20.0,0.9999964,30.0,19.0,2.2000012,25.0,17.0,17.199999,26.0,18.0,12.6,8.0,23.0,19.900002,7.0,22.0,29.399998,2.0,14.0,34.399998,5.0,19.0,30.100004,9.0,21.0,67.09999,18.0,30.0,114.4,20.0,32.0,192.2,17.0,28.0,37.5,18.0,30.0,127.19999,15.0,27.0,53.90001,16.0,28.0,96.0,16.0,27.0,111.500015,18.0,30.0,36.799995,01-Sep-1963,1.2,20.78,0.05
24.5313,26.71311,22.785662,72.324844,25.254564,30.233604,21.265848,26.040205,24.908052,30.605606,20.869999,11.616715,25.335339,30.979307,21.50433,71.78954,25.36918,30.864834,21.244774,4.371254,25.602549,31.279318,21.355793,20.621038,24.941523,29.790087,20.648285,51.07401,21.697964,24.501614,19.641867,14.536218,22.265106,26.555124,19.612286,33.49176,15.18294,22.474684,9.314448,40.990227,15.421821,22.368399,9.73739,52.73951,10.221164,15.580144,4.8995934,68.62894,12.531968,19.139095,5.885693,90.098145,13.81398,19.004942,9.26324,265.66885,23.977224,18.870298,29.62826,330.8646,25.280285,21.621857,30.841421,216.24702,22.574228,17.105501,28.005058,139.19507,21.067188,16.228065,26.935446,355.7615,20.448103,15.439784,26.697985,99.68021,22.005007,15.254299,28.145767,341.06564,24.008125,18.488234,29.514448,258.3363,22.926352,18.431984,28.731955,192.85106,30.0,21.0,33.899998,30.0,20.0,24.199991,30.0,20.0,7.2999988,30.5,20.0,5.0999985,31.0,20.0,4.0999975,30.0,20.0,3.099995,30.0,19.0,3.4999967,25.0,17.0,17.199999,26.0,18.0,17.400002,8.0,23.0,44.5,7.0,22.0,58.3,2.0,15.0,60.5,5.0,19.0,60.7,9.0,22.0,91.09999,18.0,31.0,169.6,20.0,32.0,223.2,17.0,28.0,109.2,18.0,30.0,208.90001,16.0,27.0,134.9,16.0,28.0,221.29999,16.0,28.0,241.29999,18.0,30.0,115.7,01-Oct-1963,1.3,20.96,-0.05
24.08724,26.516855,22.310005,51.971634,25.00317,29.750698,21.38152,-16.704851,24.393564,30.145134,20.350658,4.2099004,24.938915,30.613756,21.053797,5.2406216,24.981487,30.567556,20.85928,1.4144325,25.247662,31.045122,21.173004,-7.4220448,24.578808,29.357386,20.188328,14.955727,22.044733,24.518255,20.064692,13.758386,21.972591,25.995283,19.297441,33.55995,14.871063,22.435879,9.228376,48.29777,14.663864,21.400045,9.283066,67.32265,10.898609,16.311913,5.3793297,58.282307,12.180091,18.67126,5.985869,121.75389,14.122141,19.246883,9.555293,228.97806,23.944336,19.085335,29.717348,374.38065,25.415106,21.817457,30.80457,181.45424,23.294052,17.988287,29.578568,103.5484,21.314035,16.709297,27.15918,359.04535,20.442177,15.557686,26.720274,109.43683,22.008312,15.698383,27.639074,350.97144,24.105692,18.967804,29.24387,297.58417,23.163673,18.71436,29.388725,176.49245,28.0,20.0,21.999998,28.0,20.0,26.700006,30.0,19.0,4.7000003,29.5,19.5,2.7800064,30.0,20.0,1.8000022,29.0,19.0,6.399998,29.0,19.0,4.7999997,25.0,16.0,4.300001,26.0,18.0,4.499998,8.0,21.0,44.1,7.0,20.0,48.2,2.0,14.0,54.3,5.0,17.0,55.6,9.0,21.0,72.799995,19.0,29.0,193.3,21.0,31.0,210.3,17.0,28.0,55.699997,18.0,28.0,166.6,16.0,27.0,75.100006,16.0,27.0,146.7,16.0,26.0,168.9,18.0,29.0,61.9,01-Nov-1963,1.4,21.44,-0.22
24.813221,27.289251,23.136456,210.93338,25.288696,30.008781,21.656967,87.80069,25.46302,30.435942,21.342838,19.52248,25.716122,30.609617,21.836058,106.68732,25.601933,31.153793,21.380135,44.34707,26.701286,31.945042,22.602005,44.9786,26.203312,30.749937,21.619385,89.11203,22.767475,25.487514,20.583685,12.590186,23.600124,27.822605,20.91875,36.574867,14.918077,21.969429,9.313937,48.055553,14.956332,21.327627,9.751511,80.48341,10.871468,16.65521,5.3407483,79.112755,12.313015,18.495987,6.4732094,123.15823,14.287606,19.195068,9.87092,253.74219,23.823126,19.24697,29.060179,391.02866,25.369637,21.740091,30.883686,206.98169,23.132349,18.01344,28.769987,144.95004,20.90169,16.930672,26.373226,367.87747,20.473776,16.155754,26.07501,156.64546,21.84788,15.707408,27.298489,389.32428,23.887335,18.947231,28.846039,273.69345,23.222528,19.036966,29.091166,202.82974,29.0,21.0,60.899998,30.0,21.0,126.0,31.0,20.0,24.4,30.5,20.25,50.02,31.0,20.0,29.900002,31.0,21.0,72.3,31.0,21.0,85.700005,26.0,18.0,12.6,28.0,20.0,32.6,8.0,22.0,56.0,8.0,21.0,85.9,3.0,15.0,89.3,5.0,18.0,111.6,9.0,21.0,131.2,19.0,30.0,219.3,21.0,32.0,144.8,17.0,28.0,143.5,18.0,29.0,365.3,16.0,27.0,225.5,16.0,27.0,449.3,16.0,27.0,455.6,18.0,29.0,166.8,01-Dec-1963,1.3,22.52,-0.29
24.933332,27.603333,23.083334,332.8,25.321093,30.026052,21.789295,303.06528,25.702433,30.06641,22.212618,100.44167,25.890408,30.327587,22.711426,217.48668,25.618984,30.637726,22.264887,184.8511,26.79962,31.323975,23.204748,221.76468,25.956905,30.055485,22.007864,295.5377,26.1,30.8,22.2,-1.1372738e-06,24.602116,28.525265,21.80417,66.913155,14.9139595,21.977724,9.405851,36.98081,15.154952,21.354313,10.034322,57.91627,10.780275,16.598465,4.9841075,76.15437,12.316018,18.437166,6.25924,99.74139,14.246574,19.001394,9.951435,206.62067,23.759733,19.234192,28.75581,347.40012,25.589191,21.647533,31.427868,163.60039,23.185942,17.719337,28.33125,129.10695,20.791897,16.925587,26.184544,317.53546,20.376997,16.515411,25.907148,124.09739,21.648857,16.021921,26.621576,352.47705,23.756124,18.837793,28.762632,146.61893,23.089952,19.008898,28.891115,179.34218,30.0,21.0,235.5,30.0,21.0,296.5,31.0,21.0,88.6,30.5,21.0,229.09999,31.0,21.0,178.8,31.0,22.0,217.3,31.0,21.0,270.4,28.0,20.0,61.9,29.0,21.0,89.6,8.0,22.0,40.7,7.0,21.0,68.0,2.0,15.0,76.0,5.0,19.0,102.1,9.0,22.0,73.6,18.0,30.0,124.799995,21.0,33.0,112.6,18.0,28.0,96.9,18.0,30.0,230.8,16.0,26.0,170.4,17.0,27.0,284.6,16.0,27.0,281.6,19.0,29.0,112.3,01-Jan-1964,1.1,23.92,-0.65
25.335714,28.028572,23.225,70.3,25.426271,30.297365,21.926773,240.52245,25.825508,30.609407,21.807915,63.099495,26.071499,30.477509,22.668093,140.18506,25.662485,31.076143,22.001616,131.67244,26.925611,31.292664,23.527704,210.6193,26.031658,30.592144,22.104212,210.66756,24.614286,27.342857,22.189285,30.95,25.20752,29.210247,22.060982,55.37601,14.943167,22.019583,9.450455,32.798973,14.775615,21.006824,9.957564,85.928314,10.954993,16.718819,5.3526845,75.95351,12.2407675,18.236385,6.6183453,107.6776,14.311988,18.93314,10.314994,178.54,23.567255,19.21843,28.74709,346.5418,25.789156,22.007763,31.452671,151.65154,23.301838,18.049944,28.994164,120.76826,20.865948,17.110176,26.041983,295.81604,20.307932,16.15738,25.446623,152.55806,21.634218,16.304796,26.426636,342.22934,23.772148,19.113556,28.628326,184.08192,23.369516,19.12379,28.958689,159.49335,30.0,22.0,149.2,30.0,21.0,179.3,30.0,22.0,60.7,30.5,21.0,149.7,31.0,22.0,112.1,30.0,22.0,134.6,30.0,22.0,164.40001,29.0,21.0,27.1,30.0,22.0,49.3,9.0,21.0,46.600002,8.0,20.0,65.9,3.0,14.0,57.2,5.0,17.0,78.799995,9.0,20.0,71.899994,19.0,29.0,135.3,21.0,32.0,148.3,18.0,27.0,73.1,18.0,29.0,158.8,16.0,26.0,93.8,17.0,27.0,174.9,17.0,26.0,180.9,19.0,29.0,99.4,01-Feb-1964,0.6,24.81,-1.29
25.880646,29.132257,23.290323,395.7,25.589895,30.332567,22.214094,339.2626,25.874794,30.429152,22.137373,108.17035,26.263023,30.651348,22.773844,208.43687,25.842667,30.92733,22.595436,154.20111,27.060118,31.283634,23.664093,227.32713,26.424435,30.909061,22.262762,320.8581,26.244444,29.55926,23.01111,8.929999,25.505083,29.65399,21.476805,22.80576,14.910016,21.84189,9.585865,42.034344,15.131266,21.220024,10.14358,84.61416,10.708229,16.546993,5.1207776,80.70305,12.336105,18.28374,6.714929,131.07095,14.354944,18.859663,9.996916,216.17014,23.569994,19.034313,28.699745,382.57935,25.419142,21.828451,30.91932,204.13425,22.976673,17.949352,28.20162,149.33076,20.828962,16.953215,26.211184,352.85455,20.305204,16.231375,25.87136,180.72546,21.602682,16.535568,27.049294,371.26398,23.663763,18.778683,28.77596,194.9522,23.304419,18.9597,29.012802,202.34937,31.0,22.0,219.0,31.0,21.0,354.0,31.0,21.0,125.1,31.0,21.0,304.15,31.0,21.0,246.7,30.0,22.0,261.0,31.0,21.0,318.3,30.0,21.0,3.7999992,31.0,22.0,6.6000004,8.0,22.0,65.3,7.0,20.0,98.9,2.0,14.0,82.7,5.0,18.0,118.2,9.0,21.0,114.6,18.0,30.0,153.0,20.0,32.0,188.3,17.0,27.0,129.7,17.0,29.0,277.9,15.0,26.0,194.8,16.0,27.0,330.9,16.0,26.0,333.5,18.0,28.0,119.5,01-Mar-1964,0.1,25.08,-1.4
25.753334,28.55,23.11,343.4,25.70568,30.760094,22.185972,241.80766,25.994116,30.605373,21.690556,68.41983,26.039312,30.62167,22.607359,102.81801,25.839796,30.937723,22.209356,102.8173,27.105104,31.186317,23.455563,188.57745,26.42591,31.197474,22.09679,216.43729,27.253845,31.184616,23.603846,-1.1372738e-06,25.25691,29.662548,20.822056,5.900831,14.861663,21.372074,10.074527,67.359314,14.73595,20.51983,10.09023,170.00829,10.86096,16.305914,5.682026,91.79143,12.055336,17.907003,7.272182,223.43658,14.502907,18.827507,10.192225,280.3069,23.462147,19.354567,28.742584,452.68088,25.046396,22.14519,30.351147,275.219,22.825289,18.470472,28.214657,189.38388,20.845455,17.21891,26.107464,413.9304,20.23135,15.846378,25.977335,227.23445,21.729244,16.770536,27.103119,359.26907,23.75934,19.152184,28.582003,361.20734,23.320183,19.010706,28.725376,222.10475,29.0,22.0,217.8,30.0,21.0,368.4,31.0,21.0,78.6,30.5,21.0,213.0,31.0,21.0,152.5,30.0,22.0,206.7,30.0,21.0,263.0,29.0,21.0,1.4999999,29.0,22.0,1.3999995,9.0,20.0,118.9,8.0,19.0,166.7,3.0,13.0,128.2,6.0,17.0,174.9,10.0,19.0,244.9,19.0,28.0,384.1,21.0,30.0,313.4,17.0,27.0,220.9,18.0,28.0,510.1,16.0,25.0,274.2,17.0,26.0,478.3,16.0,25.0,517.0,18.0,28.0,200.5,01-Apr-1964,-0.3,24.18,-1.35
25.182142,27.339285,23.039286,35.300003,25.31108,29.986242,22.142227,79.205765,24.992262,30.214033,20.649765,-5.704139,25.18912,29.638105,21.775599,1.6301327,25.25843,30.50065,21.517683,-1.4015961,26.0357,30.706408,22.27938,39.86944,25.405561,29.889118,20.661346,9.2395935,26.940908,30.395454,23.945454,68.2,23.653662,27.553398,20.011898,12.143803,15.052716,21.709911,9.947748,30.87553,15.07363,20.899107,9.574484,47.683804,10.378786,16.484783,5.2266026,114.6977,12.212438,18.210209,6.294243,107.90617,13.964593,18.624441,9.636004,255.17393,23.31464,18.804909,28.421532,405.53882,24.668493,21.542215,30.236303,266.74054,22.252304,17.68422,27.594019,161.59015,20.487345,16.774012,25.80259,372.1686,20.110811,15.734577,25.879995,148.63525,21.437525,16.340483,26.787746,345.03687,23.513487,18.684504,28.226524,300.15024,22.838326,18.411203,28.412868,176.6783,29.0,21.0,63.699993,29.0,21.0,71.4,30.0,20.0,9.8,29.5,20.5,23.349998,30.0,21.0,14.999999,29.0,21.0,24.2,29.0,20.0,24.100002,26.0,19.0,0.9000014,28.0,20.0,0.8000011,8.0,21.0,27.099998,7.0,20.0,37.6,2.0,13.0,49.1,5.0,17.0,44.899998,9.0,20.0,84.799995,18.0,28.0,160.8,20.0,30.0,292.2,16.0,27.0,86.2,18.0,27.0,191.30002,15.0,25.0,93.5,16.0,26.0,144.7,16.0,25.0,170.5,17.0,28.0,83.4,01-May-1964,-0.6,21.74,-2.67
24.183332,26.416666,22.226667,101.9,24.917524,29.56893,21.845863,26.968588,24.099941,29.036167,20.174196,-8.1383505,24.16814,28.16377,20.82957,1.8025799,24.563143,29.170038,21.583078,7.1670113,24.70701,29.32942,21.012777,31.363478,23.891977,28.087986,19.658762,23.412323,26.361904,28.7,24.1,109.0,22.477331,25.839073,19.323208,18.272625,14.870751,21.523514,9.555865,39.67897,14.462992,20.130127,8.946203,64.95985,9.99929,15.242667,5.1888623,152.39128,11.599325,17.6116,5.835735,118.93312,13.7234335,18.148697,9.400114,282.16434,23.002386,18.732136,28.190783,492.93552,23.971466,21.001143,29.388035,274.16528,22.102928,18.222002,27.02351,176.17535,20.14438,16.476007,25.453852,399.21918,19.943941,15.46015,26.110687,129.02171,21.144075,15.836811,26.715534,343.65118,23.369192,18.726301,27.719955,376.12042,22.337025,18.084223,27.591358,190.29321,27.0,20.0,151.5,27.0,20.0,148.2,28.0,19.0,15.699998,27.5,20.0,46.0,28.0,20.0,29.600002,28.0,20.0,24.2,28.0,19.0,31.599995,24.0,17.0,4.1000004,26.0,19.0,4.999998,8.0,20.0,36.300003,7.0,19.0,42.2,2.0,11.0,134.9,5.0,16.0,67.2,9.0,18.0,261.2,18.0,26.0,398.4,20.0,28.0,410.5,16.0,26.0,209.79999,17.0,26.0,578.4,15.0,24.0,310.7,16.0,24.0,457.2,15.0,24.0,518.7,17.0,27.0,193.3,01-Jun-1964,-0.6,21.24,-1.88
23.68387,25.18387,21.529032,64.7,24.74313,29.397854,21.286743,30.069769,23.881496,29.323854,19.794811,-2.8292687,23.966032,28.50914,20.257334,17.299047,24.4785,29.456236,21.204458,-10.703621,24.46205,29.511183,20.341356,43.78223,23.59311,27.953356,19.323772,19.62741,25.3,27.438461,23.226923,4.000001,21.674006,24.808807,18.681023,23.466024,14.91445,21.649834,9.172535,23.613518,14.73146,20.597664,8.996427,31.33303,9.483025,14.751221,4.709035,153.15071,11.584103,17.91699,5.28788,84.227196,13.317515,17.751936,8.967777,270.50217,23.028746,18.315321,28.363928,469.58588,24.001991,20.689993,29.539566,252.54146,21.594368,17.466064,26.473059,144.0771,19.722,15.917078,25.493927,362.4375,19.708714,15.229645,25.932367,106.85553,20.935701,15.335952,26.843872,332.5684,23.162043,18.21501,27.777576,304.76663,22.026396,17.684248,27.534374,172.1349,28.0,20.0,62.7,28.0,20.0,68.6,28.0,19.0,5.2999988,28.0,19.5,12.020004,29.0,19.0,6.999999,28.0,19.0,9.599995,27.0,19.0,11.999996,24.0,16.0,3.1000004,25.0,18.0,2.3999996,7.0,21.0,10.5,7.0,20.0,19.499996,1.0,12.0,113.3,4.0,17.0,31.600004,8.0,19.0,211.7,17.0,28.0,340.7,19.0,28.0,299.4,16.0,26.0,130.0,17.0,27.0,422.0,14.0,24.0,211.4,15.0,24.0,308.4,15.0,24.0,349.5,17.0,28.0,146.4,01-Jul-1964,-0.6,20.19,-1.77
23.464516,25.009678,21.570969,60.399994,24.595295,29.478792,20.692696,3.261366,23.821024,29.518253,19.686218,-2.0615838,24.07443,28.986498,20.239483,26.34448,24.448938,29.620132,20.830696,-11.319466,24.363174,29.910257,20.207056,57.633324,23.40996,28.16459,19.199368,17.27404,23.78148,26.037037,20.851852,8.399999,20.869196,24.087416,17.99702,24.715645,15.024336,21.927305,9.0862255,30.667551,14.562654,20.791666,8.926313,59.706844,9.707313,14.745566,4.617372,117.68047,11.603571,17.999058,5.204501,101.13996,13.3348675,18.063007,8.90037,271.28876,23.188082,18.604725,28.86638,472.5901,24.406921,20.726639,30.134281,209.65874,21.83499,17.448608,27.189606,106.55372,20.119371,15.841339,26.41434,350.53885,19.912546,14.920787,26.325483,108.68136,21.21192,15.095587,27.532341,293.35873,23.501131,18.18431,28.381687,278.73813,22.151854,17.821611,27.985363,149.94067,27.0,20.0,45.999996,27.0,20.0,52.700005,29.0,18.0,8.2,28.5,19.0,6.329994,29.0,19.0,6.0999975,28.0,19.0,1.9000056,28.0,18.0,0.8999981,22.0,15.0,0.9999999,24.0,16.0,0.39999956,8.0,21.0,17.7,7.0,20.0,33.000004,2.0,12.0,108.0,4.0,17.0,50.399998,8.0,19.0,216.0,18.0,28.0,272.5,20.0,30.0,289.7,16.0,26.0,106.2,17.0,27.0,374.1,15.0,25.0,201.3,16.0,25.0,296.6,15.0,25.0,351.2,17.0,28.0,101.1,01-Aug-1964,-0.7,19.34,-1.67
