IN_Ta_Muis,IN_Tx_Muis,IN_Tn_Muis,IN_Ra_Muis,IN_Ta_Quin,IN_Tx_Quin,IN_Tn_Quin,IN_Ra_Quin,IN_Ta_Pvie,IN_Tx_Pvie,IN_Tn_Pvie,IN_Ra_Pvie,IN_Ta_Chon,IN_Tx_Chon,IN_Tn_Chon,IN_Ra_Chon,IN_Ta_Calc,IN_Tx_Calc,IN_Tn_Calc,IN_Ra_Calc,IN_Ta_Guag,IN_Tx_Guag,IN_Tn_Guag,IN_Ra_Guag,IN_Ta_Mila,IN_Tx_Mila,IN_Tn_Mila,IN_Ra_Mila,IN_Ta_Scru,IN_Tx_Scru,IN_Tn_Scru,IN_Ra_Scru,IN_Ta_Scri,IN_Tx_Scri,IN_Tn_Scri,IN_Ra_Scri,IN_Ta_Taba,IN_Tx_Taba,IN_Tn_Taba,IN_Ra_Taba,IN_Ta_Quit,IN_Tx_Quit,IN_Tn_Quit,IN_Ra_Quit,IN_Ta_Papa,IN_Tx_Papa,IN_Tn_Papa,IN_Ra_Papa,IN_Ta_Izob,IN_Tx_Izob,IN_Tn_Izob,IN_Ra_Izob,IN_Ta_Sier,IN_Tx_Sier,IN_Tn_Sier,IN_Ra_Sier,IN_Ta_Lumb,IN_Tn_Lumb,IN_Tx_Lumb,IN_Ra_Lumb,IN_Ta_Yasu,IN_Tn_Yasu,IN_Tx_Yasu,IN_Ra_Yasu,IN_Ta_Glqz,IN_Tm_Glqz,IN_Tx_Glqz,IN_Ra_Glqz,IN_Ta_Puyo,IN_Tn_Puyo,IN_Tx_Puyo,IN_Ra_Puyo,IN_Ta_Maca,IN_Tn_Maca,IN_Tx_Maca,IN_Ra_Maca,IN_Ta_Sang,IN_Tn_Sang,IN_Tx_Sang,IN_Ra_Sang,IN_Ta_Tena,IN_Tn_Tena,IN_Tx_Tena,IN_Ra_Tena,IN_Ta_Yanz,IN_Tn_Yanz,IN_Tx_Yanz,IN_Ra_Yanz,WC_Tx_Muis,WC_Tn_Muis,WC_Ra_Muis,WC_Tx_Quin,WC_Tn_Quin,WC_Ra_Quin,WC_Tx_Pvie,WC_Tn_Pvie,WC_Ra_Pvie,WC_Tx_Chon,WC_Tn_Chon,WC_Ra_Chon,WC_Tx_Calc,WC_Tn_Calc,WC_Ra_Calc,WC_Tx_Guaq,WC_Tn_Guaq,WC_Ra_Guaq,WC_Tx_Mila,WC_Tn_Mila,WC_Ra_Mila,WC_Tx_Scru,WC_Tn_Scru,WC_Ra_Scru,WC_Tx_Scri,WC_Tn_Scri,WC_Ra_Scri,WC_Tn_Taba,WC_Tx_Taba,WC_Ra_Taba,WC_Tn_Quit,WC_Tx_Quit,WC_Ra_Quit,WC_Tn_Papa,WC_Tx_Papa,WC_Ra_Papa,WC_Tn_Izob,WC_Tx_Izob,WC_Ra_Izob,WC_Tn_Sier,WC_Tx_Sier,WC_Ra_Sier,WC_Tn_Lumb,WC_Tx_Lumb,WC_Ra_Lumb,WC_Tn_Yasu,WC_Tx_Yasu,WC_Ra_Yasu,WC_Tn_Glqz,WC_Tx_Glqz,WC_Ra_Glqz,WC_Tn_Tena,WC_Tx_Tena,WC_Ra_Tena,WC_Tn_Maca,WC_Tx_Maca,WC_Ra_Maca,WC_Tn_Sang,WC_Tx_Sang,WC_Ra_Sang,WC_Tn_Puyo,WC_Tx_Puyo,WC_Ra_Puyo,WC_Tn_Yanz,WC_Tx_Yanz,WC_Ra_Yanz,date,ONI,"ElNino Index 1,2_temp","ElNino Index 1,2_annomaly"
26.454546,29.354546,20.45,70.09999,26.560923,32.252644,22.091589,342.1622,27.590322,33.370968,24.245161,460.2,27.870968,32.787098,24.203226,532.2,27.159788,32.22494,23.344812,333.55704,27.754839,31.96129,24.812902,932.50006,27.46,32.34667,24.153334,957.10004,25.392857,29.14643,22.375,11.400001,28.144827,31.789656,25.131035,288.59998,15.835484,22.070969,10.570968,79.6,15.964516,22.27742,11.477419,127.5,11.237613,14.177399,6.941606,45.61788,13.145162,18.806452,8.406451,205.9,15.515385,20.315384,11.184615,155.5,23.948477,19.966934,29.070002,393.13663,26.763332,23.426666,31.593334,334.3,23.98889,20.318518,28.314816,131.4,22.032257,18.661291,27.23871,316.2,20.920212,16.342587,26.517649,268.0982,23.044828,16.448277,28.758621,250.3,24.938324,20.265324,29.614729,294.06152,24.023985,19.69637,29.22807,206.21437,31.0,24.0,477.6,30.0,24.0,820.3,32.0,23.0,202.3,32.0,23.0,529.13,33.0,23.0,412.6,32.0,24.0,417.69998,32.0,23.0,518.2,31.0,23.0,136.5,32.0,24.0,306.0,12.0,21.0,167.9,11.0,20.0,239.1,6.0,13.0,194.9,8.0,17.0,268.6,12.0,20.0,256.9,22.0,28.0,404.2,24.0,30.0,241.3,19.0,29.0,204.5,21.0,29.0,611.5,18.0,27.0,334.8,19.0,27.0,588.2,19.0,26.0,616.7,20.0,30.0,211.2,01-Mar-1998,1.4,29.23,2.74
27.329166,30.8125,20.6875,456.7,26.763783,32.226685,22.102041,262.87854,27.816666,33.5,24.5,245.09999,28.276667,33.016666,24.556667,445.7,27.339506,32.42712,23.051083,242.39246,27.776667,32.013332,24.7,1137.7001,27.66,32.373333,23.993334,957.3,26.3,30.73793,22.844828,47.0,27.5,31.066668,25.166666,589.69995,15.513793,21.451725,10.596552,64.6,15.86,21.74,11.873333,143.9,11.511111,13.888889,7.8777776,36.2,13.066667,18.673334,8.67,264.7,15.53,19.825,11.65,338.5,24.079824,20.025162,28.948084,472.35287,26.725925,23.355556,31.577778,287.6,24.303703,20.585186,28.796297,266.1,22.193104,18.827587,27.23793,712.9,21.196285,16.956882,26.338041,317.66806,23.273077,16.057692,28.692308,457.5,24.775438,20.174953,29.404118,362.06445,24.264822,19.771263,29.20854,255.30885,31.0,24.0,294.0,32.0,23.0,483.1,33.0,23.0,87.5,32.5,23.0,238.0,33.0,23.0,169.90001,33.0,24.0,214.7,33.0,24.0,268.4,30.0,22.0,40.1,31.0,23.0,76.6,11.0,22.0,147.7,10.0,21.0,203.0,5.0,15.0,148.8,7.0,18.0,207.5,11.0,21.0,272.9,20.0,29.0,436.9,22.0,31.0,306.7,19.0,29.0,200.1,20.0,30.0,555.0,18.0,27.0,283.7,19.0,28.0,501.8,18.0,27.0,542.3,20.0,31.0,183.1,01-Apr-1998,1.0,28.22,2.68
27.115385,31.938461,23.538462,372.3,26.492256,31.646585,22.69682,257.01593,27.258064,32.980644,24.035484,216.9,27.873333,32.173332,24.376667,223.1,27.028662,31.705574,23.479986,216.97618,27.912903,31.706451,25.083872,228.8,27.456667,31.693333,24.346666,492.4,24.810345,28.048275,21.83793,8.099999,27.310345,30.544828,24.972414,201.0,15.73,20.926666,10.56,85.1,15.670968,21.335484,11.622581,193.90001,11.05,13.833333,8.083333,17.799994,12.890323,18.57742,8.13871,224.9,15.75,19.886364,11.068182,292.4,24.106153,19.723713,29.048122,428.3739,26.125,23.02143,30.667856,245.1,23.514814,19.71852,28.148148,149.3,21.906897,18.510345,26.906897,464.1,20.808777,16.91993,26.510561,312.64105,22.82,15.416667,27.65,247.1,24.53017,19.897053,29.269907,430.8498,23.733946,19.628677,29.105259,259.69342,31.0,23.0,571.3,31.0,23.0,740.19995,32.0,23.0,107.9,31.5,23.0,257.15,32.0,23.0,169.90001,32.0,23.0,209.8,32.0,23.0,210.7,29.0,22.0,16.0,31.0,23.0,36.9,10.0,22.0,219.8,9.0,21.0,343.6,4.0,14.0,386.9,7.0,18.0,416.5,11.0,21.0,635.5,20.0,29.0,784.30005,22.0,30.0,350.2,19.0,29.0,479.8,20.0,29.0,1376.9,18.0,27.0,703.0,18.0,28.0,1058.5,18.0,27.0,1221.8,20.0,31.0,405.4,01-May-1998,0.5,27.14,2.72
26.555555,32.462963,20.651852,267.7,25.765541,30.937155,22.179438,189.24373,26.586666,32.513332,22.983334,81.9,26.903334,31.433332,23.256666,341.9,26.514309,30.630003,23.186546,173.0664,27.196667,30.916666,24.046667,88.9,26.586206,30.634483,23.22069,79.4,24.570969,27.509678,22.306452,3.0000007,26.096666,29.586666,23.666666,144.5,15.213333,20.843334,9.05,14.699999,15.389655,21.227587,10.596552,14.499996,10.038858,12.953521,7.142481,39.8564,12.533334,18.866667,6.5533333,49.600002,14.666667,18.708334,9.625,469.7,23.74818,19.10192,28.752941,410.9996,24.922222,22.27037,29.322222,245.3,22.157692,18.876923,25.884615,235.70001,20.946428,17.75357,26.035715,465.1,20.383373,16.761272,26.028788,277.4061,21.88889,14.333333,26.814816,410.6,23.944918,19.047022,28.552067,463.99213,22.757996,18.913347,28.069471,241.09409,30.0,23.0,926.4,30.0,22.0,867.3,31.0,22.0,97.799995,30.25,22.0,278.82,31.0,22.0,184.0,31.0,22.0,101.1,31.0,22.0,126.6,27.0,21.0,14.400001,29.0,22.0,19.300001,10.0,22.0,144.8,9.0,21.0,187.0,4.0,13.0,507.0,6.0,18.0,307.6,10.0,20.0,921.9,20.0,28.0,909.5,21.0,29.0,319.0,18.0,28.0,579.1,19.0,28.0,1900.3999,17.0,26.0,1100.4,18.0,27.0,1621.8999,17.0,26.0,1789.8999,19.0,30.0,445.1,01-Jun-1998,-0.1,25.36,2.24
26.213043,32.030434,20.41739,195.9,24.917698,29.881945,21.014154,36.942562,25.42258,30.919355,22.106451,20.6,25.716667,30.01,22.133333,136.8,25.744762,29.974169,22.06862,86.648605,26.054838,30.083872,22.880646,11.300001,25.46129,29.370968,22.412903,33.800003,23.126667,25.84,20.803333,3.799998,24.151613,27.635485,21.848387,6.300001,14.745161,20.896774,8.796774,26.8,14.9,21.103226,9.687097,32.199997,9.14,11.96,6.9,20.800001,11.809677,18.403225,6.0870967,37.599995,14.096154,17.673077,8.538462,485.6,23.157139,18.581694,28.550278,311.38492,24.906897,21.844828,29.5,303.6,21.610714,18.335714,25.642857,127.4,20.629032,17.193548,25.674194,334.2,20.148968,16.390022,25.608772,151.90302,21.403448,13.362069,26.275862,237.4,23.260593,18.120066,27.787172,376.1088,22.223246,18.40415,26.930025,164.16753,29.0,22.0,399.1,29.0,22.0,393.5,30.0,21.0,29.7,29.5,21.0,71.12,30.0,21.0,42.5,30.0,21.0,33.700005,30.0,21.0,54.3,26.0,19.0,5.799999,27.0,21.0,4.800001,9.0,22.0,31.5,8.0,21.0,71.7,3.0,13.0,359.5,6.0,18.0,123.299995,10.0,20.0,665.19995,19.0,29.0,463.9,20.0,29.0,266.9,18.0,28.0,257.8,19.0,28.0,1302.2,17.0,26.0,730.6,17.0,26.0,1080.6,17.0,25.0,1190.2,19.0,30.0,188.0,01-Jul-1998,-0.8,23.37,1.42
25.067858,31.667856,19.77143,83.2,25.072987,29.673985,20.51751,18.949476,24.286667,30.206667,20.6,0.20000146,24.844828,28.910345,21.213793,1.3999996,25.025541,30.320246,20.973688,16.246605,25.606667,29.993334,21.62,-1.8953742e-06,24.690323,28.58387,20.964516,2.6537026e-07,21.64516,24.190323,19.664516,6.0999994,23.46129,27.441935,20.941935,2.3000014,15.1967745,22.032259,8.932258,4.8999996,15.248387,22.267742,10.087097,18.8,9.557143,11.928572,3.9714286,19.600004,11.974194,18.851612,5.883871,72.0,14.189474,18.294737,7.7105265,103.2,23.719639,18.487007,29.765512,220.64348,26.223333,22.033333,32.06333,251.5,22.613333,18.246666,27.716667,99.4,21.187098,16.42258,27.874193,239.3,20.655014,15.264899,26.878252,91.96435,22.1,11.928572,28.892857,142.1,23.99528,17.900282,29.445776,206.01456,22.761024,18.065556,28.14531,70.64368,29.0,21.0,21.300001,29.0,21.0,23.50001,30.0,20.0,5.600002,29.5,20.0,3.2999954,30.0,20.0,3.4999993,30.0,20.0,1.5999949,30.0,20.0,0.7000012,25.0,18.0,4.1000004,27.0,19.0,2.1000004,9.0,23.0,8.300003,8.0,22.0,15.099995,3.0,13.0,50.3,5.0,19.0,23.200003,9.0,20.0,107.4,19.0,29.0,157.2,21.0,30.0,227.9,18.0,28.0,77.4,18.0,29.0,192.6,16.0,26.0,117.0,17.0,27.0,165.3,16.0,26.0,192.0,19.0,30.0,71.2,01-Aug-1998,-1.1,21.97,0.96
24.4,30.95,19.565384,74.0,25.036915,29.591772,20.622684,29.52326,24.389656,30.944828,21.165518,0.20000146,24.55,28.793333,21.076666,30.1,25.066153,30.400118,20.985037,21.667816,25.916666,30.63,21.706667,0.30000114,24.956667,29.036667,21.266666,0.50000024,20.796774,23.241936,19.119354,13.500001,22.755173,26.727587,20.348276,0.60000056,15.25,22.383333,8.253333,22.1,15.171429,22.24643,9.721429,58.800003,9.969634,13.600863,5.5230374,5.5026,12.2,19.136667,5.58,57.399998,14.356923,19.172594,8.118877,122.51984,24.053898,18.71024,30.363407,252.44185,26.578571,22.00357,32.232143,53.09999,22.925926,17.762962,29.0,76.5,21.36,15.866667,28.046667,115.0,21.055696,15.357982,27.30749,99.78799,22.185791,14.96293,28.990896,192.49428,24.24731,18.037771,29.962389,204.91364,23.085567,18.399298,29.116657,76.82104,29.0,21.0,23.599997,29.0,21.0,25.1,30.0,19.0,3.4999995,29.5,20.0,3.7799988,30.0,20.0,2.8000023,30.0,20.0,1.200001,30.0,20.0,2.9999967,26.0,18.0,4.199999,27.0,19.0,2.8999996,9.0,22.0,20.699997,8.0,21.0,28.8,2.0,13.0,35.5,5.0,18.0,29.9,9.0,21.0,76.5,19.0,29.0,166.0,20.0,31.0,215.5,17.0,28.0,82.299995,18.0,29.0,149.40001,16.0,27.0,92.1,17.0,27.0,140.9,16.0,27.0,152.2,18.0,30.0,99.4,01-Sep-1998,-1.3,20.95,0.22
24.007692,30.7,19.007692,18.399994,24.875292,29.269201,20.695967,36.805508,24.119354,30.590322,20.622581,7.042518e-07,24.234482,28.675861,20.637932,1.1000042,24.872847,30.051794,20.873558,26.185135,25.451612,30.335484,21.516129,0.30000114,24.6,28.867743,21.009678,0.4000018,20.556,23.124,18.628,6.9000006,22.741936,26.712904,19.909678,3.4999983,15.222581,22.390322,9.3,55.7,14.873077,22.553846,9.7615385,89.3,10.745847,13.946584,6.2044497,20.184118,12.148387,19.048388,6.4903226,192.5,15.3625,19.925,7.75,108.09999,24.204123,19.228252,30.53866,323.84363,26.37143,22.389286,32.146427,148.8,24.065517,19.186207,28.965517,198.8,21.706451,16.570969,28.141935,456.8,21.252155,15.405321,27.58318,121.82912,22.555195,16.116161,29.144224,329.53577,24.56123,18.86495,29.843636,321.70996,23.763184,19.04705,29.74938,131.416,29.0,21.0,31.800001,29.0,21.0,24.299997,30.0,20.0,7.2999988,29.5,20.0,5.0,30.0,20.0,4.0999975,30.0,20.0,3.1999934,30.0,20.0,3.7000012,25.0,17.0,4.5,27.0,19.0,4.3999996,9.0,21.0,42.9,8.0,20.0,57.8,3.0,14.0,58.0,5.0,18.0,61.899998,10.0,21.0,93.399994,20.0,29.0,197.3,21.0,31.0,244.4,18.0,29.0,134.8,19.0,29.0,217.50002,16.0,27.0,158.5,17.0,28.0,242.7,16.0,27.0,262.8,19.0,30.0,146.9,01-Oct-1998,-1.4,21.35,0.33
24.38469,28.319765,22.018297,94.25343,24.827385,29.380396,20.578045,55.988995,24.3,29.83,20.84,17.4,24.351725,28.613792,20.848276,14.300001,25.107788,29.760334,21.066454,40.77799,25.983334,30.496666,21.823334,0.09999658,25.07,29.153334,21.143333,0.90000176,21.363333,23.943333,19.453333,19.58,23.520689,27.468966,20.910345,2.699999,14.692857,21.525,10.0035715,54.6,14.61,21.363333,10.553333,138.6,10.961873,14.041888,5.959617,16.658964,11.88,18.136667,7.19,181.40001,15.3,20.305264,10.794737,133.2,24.062725,19.587944,30.779543,384.089,26.533333,22.856667,31.653334,137.1,24.693333,19.633333,30.4,79.2,21.986668,17.573334,27.806667,297.0,21.031176,15.583678,27.205303,202.74449,22.89,17.433332,29.066668,312.3,24.573444,19.286936,29.826859,324.14288,23.783773,19.229597,29.834885,124.07259,29.0,21.0,177.90001,29.0,21.0,212.2,30.0,20.0,30.1,29.5,20.0,24.699997,31.0,20.0,15.500003,30.0,20.0,25.999996,30.0,20.0,26.2,26.0,17.0,4.9000015,27.0,19.0,5.300001,9.0,21.0,228.2,8.0,20.0,286.0,3.0,14.0,277.4,5.0,18.0,346.6,10.0,21.0,341.1,20.0,29.0,531.10004,22.0,31.0,205.8,17.0,29.0,155.8,19.0,29.0,709.6,16.0,27.0,344.6,17.0,27.0,673.2,17.0,27.0,757.4,18.0,30.0,126.4,01-Nov-1998,-1.5,21.51,-0.14
24.671429,31.571428,19.607143,19.09999,25.054811,29.7945,20.42437,-30.663164,25.087097,31.864515,20.803226,7.042518e-07,25.1,29.86,20.806667,1.1000042,25.17524,31.069407,21.07969,25.47874,26.623333,31.29,22.52,0.39999962,25.732258,30.22258,21.68387,3.1999972,21.847618,24.666666,19.64762,3.0000007,23.496666,27.6,20.573334,17.6,14.846666,22.643333,8.423333,35.4,14.722581,21.958065,9.512903,32.6,10.9398985,15.75581,6.129454,1.2880846,11.925806,19.516129,5.519355,44.7,14.252631,20.426315,8.736842,174.5,24.14042,19.32839,30.683956,297.21622,27.02,22.383333,32.69,116.6,24.748386,18.122581,31.225807,51.499996,21.551613,16.812902,28.009678,222.6,21.454306,15.646486,27.651789,156.66534,22.541935,16.612904,29.193548,245.4,24.408442,18.769373,29.925198,201.68866,24.303381,19.043257,30.735647,67.619545,29.0,21.0,16.600004,30.0,22.0,29.6,30.0,20.0,4.4999995,30.5,20.5,7.169998,31.0,21.0,4.300002,31.0,21.0,11.900005,31.0,21.0,13.499996,26.0,18.0,2.2000008,27.0,19.0,4.499998,9.0,21.0,17.8,8.0,20.0,21.5,3.0,14.0,23.2,5.0,17.0,24.100004,9.0,20.0,33.899998,19.0,29.0,132.7,22.0,31.0,150.0,18.0,28.0,36.600006,18.0,29.0,97.10001,16.0,27.0,42.199997,17.0,27.0,90.600006,17.0,26.0,98.600006,18.0,30.0,64.3,01-Dec-1998,-1.6,22.63,-0.18
25.468182,29.836363,21.604546,187.8,25.381939,30.753418,20.91188,159.00946,26.019356,32.245163,22.06129,29.6,25.903225,30.845161,21.712904,228.2,25.857925,31.721752,21.629948,87.55878,27.35484,31.977419,23.119354,59.300003,26.374193,30.483871,22.229033,113.5,23.125,26.028572,21.028572,12.900001,25.12857,29.62143,21.935715,1.6999991,14.158065,20.035484,9.706451,76.4,14.072413,20.044828,10.265517,81.2,10.421807,14.212779,6.038393,32.066265,11.593549,17.264517,7.7419357,93.4,14.6705885,18.352942,10.470588,85.5,23.08766,19.296713,28.990767,408.39575,25.763334,22.55,30.576666,210.9,23.851612,19.219355,28.741936,130.6,20.877419,17.380646,25.72258,476.3,20.494339,16.201702,25.806585,268.38364,21.668966,17.51724,27.068966,482.0,23.644114,19.076979,28.214771,325.68976,23.96541,19.364323,29.167738,133.27747,29.0,22.0,140.7,29.0,21.0,207.5,30.0,21.0,56.7,30.0,21.0,152.52,31.0,21.0,116.6,31.0,22.0,207.3,30.0,22.0,257.19998,28.0,20.0,2.5,29.0,21.0,2.1999989,9.0,21.0,42.4,8.0,20.0,65.1,3.0,14.0,79.5,5.0,17.0,95.6,9.0,20.0,78.6,19.0,29.0,181.70001,21.0,31.0,165.5,17.0,27.0,119.299995,18.0,28.0,251.90001,16.0,26.0,179.1,17.0,26.0,292.2,17.0,26.0,293.2,18.0,29.0,155.9,01-Jan-1999,-1.5,23.79,-0.78
25.038889,27.538889,22.933332,362.9,25.206669,30.519049,20.896692,335.34647,25.421429,30.467857,22.532143,322.7,25.839285,30.389286,22.5,542.6,25.70428,30.600576,22.116034,265.4061,26.042856,29.814285,23.375,356.5,25.344444,29.34074,22.318518,519.8,24.386667,27.48,21.873333,40.399998,25.939285,30.110714,22.217857,26.4,13.453571,18.699999,9.089286,116.9,13.4,19.414286,9.864285,237.20001,10.0409565,14.20753,6.016023,45.31436,10.7535715,16.182142,6.8464284,251.29999,14.723077,19.215385,10.723077,169.2,23.014032,19.276884,28.662106,411.1984,25.417856,22.332144,30.15,336.59998,23.348,19.188,28.32,112.2,20.75,16.885714,25.989286,334.8,20.089912,16.089987,25.796349,238.68172,21.514814,17.203703,27.88889,353.6,23.764175,19.064943,28.349333,336.88974,23.401659,19.062016,28.975206,170.45903,29.0,22.0,413.80002,29.0,21.0,532.0,30.0,22.0,198.4,30.0,21.0,479.49997,31.0,21.0,363.5,30.0,22.0,482.0,30.0,22.0,556.69995,29.0,20.0,13.3,30.0,22.0,23.2,8.0,20.0,123.9,8.0,19.0,187.5,3.0,13.0,152.9,5.0,17.0,229.5,9.0,19.0,187.8,19.0,28.0,280.4,21.0,31.0,185.3,17.0,27.0,219.2,18.0,28.0,409.2,16.0,26.0,291.7,17.0,26.0,498.4,16.0,25.0,498.8,19.0,29.0,284.9,01-Feb-1999,-1.3,25.56,-0.54
26.148275,28.948277,23.551723,245.7,25.736559,31.4479,21.553238,303.41995,26.27742,31.493547,22.525806,122.100006,26.663334,31.643333,22.79,247.7,26.240093,31.56183,22.941717,252.21074,26.893549,30.983871,23.712904,319.0,26.421886,30.62082,22.912146,501.43518,25.734484,30.020689,21.931034,23.5,26.229033,30.56129,21.819355,214.70001,14.135484,20.116129,8.612904,68.1,14.109677,20.690323,9.83871,185.3,10.28332,14.211906,5.9509616,66.2213,11.254839,17.1,6.987097,269.5,14.7153845,18.592308,7.9615383,68.5,23.41591,19.048199,29.21226,406.41302,26.07742,22.429031,31.293549,234.9,23.463333,19.006666,28.5,162.6,21.377419,16.8,27.28387,300.3,20.801529,16.366806,26.954058,232.44987,21.825806,16.693548,28.758064,283.0,24.112457,18.99725,29.516426,250.9149,23.751945,19.362484,29.500986,186.98505,30.0,22.0,292.9,30.0,21.0,524.3,31.0,22.0,155.29999,31.0,21.5,374.65,32.0,22.0,297.3,31.0,23.0,426.2,31.0,22.0,486.19998,30.0,21.0,86.8,30.0,22.0,194.0,9.0,21.0,120.1,8.0,20.0,171.5,3.0,13.0,145.5,6.0,17.0,195.2,10.0,20.0,200.2,19.0,29.0,306.8,21.0,31.0,237.2,18.0,28.0,230.59999,18.0,28.0,489.6,16.0,26.0,282.6,17.0,27.0,483.0,17.0,26.0,505.0,19.0,29.0,260.9,01-Mar-1999,-1.1,26.45,-0.04
25.83846,28.403847,23.292307,384.2,25.772839,31.201694,21.346422,307.8647,25.883333,31.706667,22.203333,135.7,26.173334,30.9,22.746666,365.80002,25.98781,31.565815,22.167074,140.56505,26.893333,30.863333,23.316668,179.7,26.333334,30.67,22.346666,207.5,26.256666,30.926666,21.873333,11.999999,25.05862,29.234484,21.44138,11.1,14.41,20.286667,9.166667,84.0,14.4,20.866667,10.203333,234.1,10.03978,13.080862,7.016954,94.0923,11.73,17.71,7.386667,152.3,14.253846,17.961538,9.730769,362.1,22.693129,19.200651,28.154469,479.16266,24.483334,22.07,28.583334,616.9,22.160715,19.05,25.982143,294.4,20.493334,17.31,25.48,496.6,20.247677,16.114552,25.998034,297.19263,21.137932,17.12069,26.948277,576.0,23.423668,19.030708,27.926071,515.02814,22.833538,19.251305,27.814417,285.71692,30.0,22.0,302.1,30.0,21.0,504.80002,31.0,21.0,100.2,30.5,21.0,275.03,31.0,21.0,195.9,31.0,22.0,241.90001,31.0,22.0,294.19998,28.0,20.0,18.699999,29.0,21.0,34.9,9.0,20.0,146.60002,8.0,19.0,210.3,3.0,13.0,150.4,6.0,17.0,219.4,10.0,20.0,273.6,19.0,28.0,393.9,21.0,30.0,303.0,17.0,27.0,209.6,18.0,28.0,552.4,16.0,25.0,284.9,17.0,26.0,504.9,16.0,25.0,545.7,18.0,29.0,188.3,01-Apr-1999,-1.0,24.64,-0.9
25.693104,28.227587,22.986206,158.7,25.56029,30.438833,21.411432,149.75192,25.093548,30.106451,21.851612,19.0,25.674194,29.983871,22.267742,49.600002,25.331024,30.407866,21.810282,53.915295,26.267742,30.167742,22.767742,19.699995,25.664516,29.42258,21.974194,60.3,26.63,30.87,22.043333,33.4,25.003225,29.312902,21.951612,0.70000285,14.13871,20.154839,8.964516,56.5,14.225806,20.151613,9.674193,70.1,10.36935,13.693962,6.603611,93.35541,11.083871,17.119354,6.416129,201.0,14.176923,17.884615,7.0384617,273.2,22.977135,19.145464,28.721352,458.35696,24.75,21.946667,29.353333,284.9,23.38,19.04,28.266666,144.6,20.516129,17.125807,25.916128,464.0,20.556734,16.06203,26.325344,190.69151,21.42535,17.03756,27.572521,449.96185,23.524876,18.69575,28.20585,460.70343,23.120089,19.18126,28.541235,214.05827,29.0,21.0,204.1,29.0,21.0,255.0,30.0,20.0,37.1,29.5,21.0,87.4,30.0,21.0,58.2,30.0,21.0,90.6,30.0,21.0,90.1,27.0,19.0,1.7000006,28.0,21.0,2.6999989,8.0,20.0,86.6,8.0,19.0,128.3,3.0,12.0,153.0,5.0,16.0,153.8,9.0,19.0,263.7,18.0,27.0,420.1,21.0,29.0,346.9,17.0,27.0,295.4,18.0,27.0,596.3,16.0,25.0,345.6,16.0,26.0,486.9,16.0,25.0,554.2,18.0,28.0,261.1,01-May-1999,-1.0,23.73,-0.69
24.621948,27.125189,22.269827,83.26396,24.778114,28.987776,21.090292,58.143276,23.496666,28.163334,20.596666,1.8000038,24.046667,27.796667,20.65,7.499998,24.520412,29.0244,21.051388,9.8519745,24.693333,28.913334,20.996666,1.9999981,23.683332,27.426666,20.2,2.0999987,25.451612,28.235483,23.048388,7.4500017,23.597536,26.951159,20.574778,-6.9064693,13.74,20.193333,8.283334,34.3,13.873333,19.776667,9.37,126.600006,10.030558,14.030647,5.707182,134.12459,11.113334,17.233334,5.6433334,134.5,13.911111,17.777779,9.055555,107.7,22.994242,19.000256,28.195522,402.87173,25.056667,22.123333,29.396667,440.5,22.75,18.964285,26.982143,275.1,20.49,17.17,25.63,465.1,20.38926,16.012033,25.952332,175.29549,21.130987,16.65103,26.882713,433.43384,23.380121,18.70715,27.697409,445.22513,22.593904,18.56179,27.868336,174.47772,28.0,21.0,53.599995,28.0,21.0,50.999992,29.0,20.0,6.7999988,28.5,20.0,16.75,29.0,20.0,11.299998,29.0,20.0,14.000004,29.0,20.0,16.499996,25.0,18.0,8.200001,27.0,20.0,10.699999,8.0,20.0,13.600002,7.0,19.0,15.599995,2.0,12.0,50.5,5.0,16.0,25.499998,9.0,19.0,107.2,18.0,27.0,203.6,20.0,29.0,319.1,17.0,26.0,145.5,17.0,26.0,248.6,15.0,25.0,161.9,16.0,25.0,221.6,15.0,24.0,244.6,18.0,28.0,130.0,01-Jun-1999,-1.0,22.36,-0.76
